bp,A1: VK_1,A2: VK_2,A3: VK_3,A4: VK_4,A5: VK_5,A6: VK_6,A7: VK_7,A8: VK_8,B1: VK_9,B2: VK_10,B3: VK_11,B4: VK_12,B5: VK_13,B6: VK_14,B7: VK_15,B8: VK_16,C1: YG_1,C2: YG_2,C3: YG_3,C4: YG_4,C5: YG_5,C6: YG_6,C7: YG_7,C8: YG_8,D1: YG_9,D2: YG_10,D3: YG_11,D4: YG_12,D5: YG_13,D6: YG_14,D7: YG_15,D8: YG_16
416,165.9155402,126.8996708,150.9851644,211.564058,154.2777784,97.2137309,151.2832777,187.4407832,136.2533805,156.2133739,70.55706907,184.6161058,168.5278078,41.77654575,78.07155356,76.04590719,88.5442233,116.8585506,82.84195122,74.50457062,64.28280187,20.62305911,82.80635191,110.7213879,242.9408015,69.73412259,86.50432962,20.2529791,1.38034651,52.10959723,0,0
417,160.0881901,123.2494533,146.9262965,206.5119532,151.4363903,94.28697068,146.5516358,183.4612241,133.5996043,151.8852955,69.60783627,179.689012,163.6927184,41.13724033,75.35006444,73.56663566,85.57290025,115.6218634,79.83615124,72.06578348,61.95142642,19.70669636,80.50790607,108.0954939,240.8834247,67.62160476,83.72677864,19.34177109,0.700837995,50.49049059,0,0
418,154.8571384,119.2541268,143.0048367,201.9569005,148.099954,91.13314835,141.8705229,179.4670069,130.6997307,147.6377234,68.80830087,174.5171089,159.5083244,40.88102236,72.49279104,70.99603916,83.17399361,113.2585352,77.09475752,69.12279153,59.18229035,18.79570265,78.41576382,105.4164411,238.6340198,66.02545799,81.70470137,18.27012509,0.322754541,49.09344239,0,0
419,150.2538655,115.2934441,139.2019188,197.8620966,144.24039,88.23799018,137.553753,175.8475028,127.3687613,143.5675883,67.56920287,169.5018647,155.9015338,40.69944649,69.64218897,68.53247251,81.19275519,109.8569575,74.87558981,66.71372756,56.43103138,17.85665937,76.21736719,102.7872592,236.4785484,64.8596291,80.27740699,16.9776168,0.130537627,47.89853917,0,0
420,146.1849933,111.9467075,135.4693026,193.8328212,140.1489394,86.60923968,133.8938779,171.6780869,123.8338394,139.8818763,65.39881101,164.9263703,152.4993692,40.33299815,67.15349451,66.31519224,79.47555969,106.3829932,73.19708058,64.92220049,54.29094422,16.91147094,73.95282138,100.3139044,234.5929866,63.71289796,78.81610573,15.50353793,0.00659033,46.93996652,0,0
421,142.568942,109.2718067,131.6771492,189.3543279,135.9751168,85.28627056,130.860278,166.9633948,120.4329307,136.8017122,62.45796501,160.6814347,148.9194533,39.71379578,65.34173605,64.35010039,78.42102499,102.710398,71.7744097,63.54188623,52.76319284,16.67845566,71.80573185,97.90082722,232.5779236,62.12229213,76.66698795,14.14945369,0,46.12740553,0,0
422,139.4454159,106.9495717,127.8706706,184.3665056,131.7213914,83.0494352,128.3739172,162.1634388,117.301052,134.2645504,59.41229677,156.6691642,145.2386043,39.05567215,64.13227746,62.68908017,77.78988265,98.97880874,70.31568841,62.19514559,51.40746414,16.75166724,69.75182911,95.42599296,230.0053151,60.0220072,73.86365216,13.27677893,0,45.15786744,0,0
423,136.69,104.54,124.16,179.06,127.44,80,126.26,157.75,114.26,131.86,56.77,152.84,141.68,38.54,63.07,61.3,76.89,95.53,68.7,60.57,49.78,16.59,67.7,92.9,226.86,57.66,70.91,13.06,0,43.67,0,0
424,133.8923093,101.760349,120.6486754,173.6774696,123.4085793,77.60072258,124.1723352,153.9337562,110.9533016,129.0163696,54.52183696,149.1859965,138.2860934,38.1222976,61.57998694,59.9945884,75.21193062,92.63734739,66.96575694,58.57707319,47.78952613,16.32970114,65.69050043,90.53366319,223.6710246,55.34387261,68.38164652,13.35304237,0.085777089,41.49722206,0,0
425,130.7386749,98.79846762,117.5779271,168.6225289,120.1562889,75.80985453,121.6335843,150.6137405,107.3994962,125.6167697,52.5800843,145.8079047,134.8849023,37.71511734,59.61471929,58.62094218,73.30717084,90.47754423,65.02723702,56.29588846,45.7954028,16.02210674,63.97297176,88.60628245,221.0763481,53.09627848,66.50175805,13.79140685,0.221481258,39.03140975,0,0
426,127.0900886,95.9220808,114.9742859,164.0126005,117.7864532,74.2563955,118.319719,147.3956834,103.7826398,121.8885805,51.04889511,142.6338407,131.2797103,36.90967502,57.50686173,57.16076765,71.29853655,88.82985003,63.36989101,53.86858934,44.07119949,15.71840167,62.49682179,86.97546912,219.5068273,51.35125992,64.94969922,13.98667483,0.067811841,36.85708903,0,0
427,123.0378707,93.36495546,112.6214033,159.6601733,115.9426835,72.56533078,114.3403505,143.8856482,100.3548668,118.2637345,50.09502874,139.4369796,127.2623547,35.71292336,55.65553132,55.72247434,68.9904701,87.29699623,62.41983962,51.54272206,42.65572377,15.45925576,60.89410815,85.21705014,218.8701004,50.4077991,63.5458865,13.75785756,0,35.44073058,0,0
428,118.8914757,91.31083667,110.1856528,155.2660351,114.0872175,70.29331142,110.3471493,140.0320148,97.36705973,115.1953346,49.64810333,135.9877373,122.8826047,35.08520579,54.20362138,54.43604014,66.52340525,85.66803766,61.59763731,49.6841821,41.41625649,15.20898907,58.87799455,83.04292174,218.3537095,49.5925073,62.82914966,13.29976561,0,34.88108134,0,0
429,114.8269092,89.72843935,107.3746665,150.6877208,111.8777548,67.27944854,106.7706414,136.022617,94.8390663,112.7743781,49.19348903,132.1691274,119.9088319,34.44257933,53.01054625,53.12039084,63.98520432,83.78996671,60.02289713,48.35649319,40.28954518,14.8826649,57.30600789,80.61225588,217.0228108,48.00721227,62.35885573,12.87909212,0,34.88726354,0,0
430,111.08428,88.30605711,104.2363475,146.2318062,109.3030381,63.66899231,103.6519035,132.1575789,92.67458362,110.6869467,48.32982374,127.8558962,118.4647983,33.36786896,51.78745046,51.50434386,61.41490909,81.43629035,57.80584055,47.28880245,39.30248521,14.50266026,56.44183104,78.23441879,214.6631024,45.86809656,61.68935729,12.57226818,0,35.00423075,0,0
431,107.9487044,86.55128169,101.1202105,142.4490753,106.5996304,59.78920258,100.7382552,128.6961751,90.68242363,108.3612939,47.05364976,123.5020538,116.7510307,32.16176421,50.44097531,49.46928628,58.85102918,78.43728215,55.7906253,46.07693386,38.4882252,14.26148554,55.47967249,76.09842091,211.7732735,44.20956577,60.8196348,12.271758,0,34.84574552,0,0
432,105.4755842,84.11274679,98.29844833,139.4634843,103.9962459,55.93545136,97.80229788,125.6747164,88.52004684,105.3394383,45.71029654,120.9504944,114.0379659,30.98860008,49.48727402,47.26178136,56.38765627,75.06244503,53.96729276,44.60377609,37.74744456,14.39534463,53.58740965,74.09954754,208.7865378,43.14300652,59.8906403,11.93797873,0,34.34740167,0,0
433,103.5028834,81.31822555,95.80610834,137.0175352,101.7601615,52.55063214,95.00641599,123.0589978,85.98854564,101.8147666,44.57338951,119.5139358,111.1032919,29.98961927,48.88780046,45.30456222,54.25638265,72.05813111,52.41123674,43.24287631,37.02944364,14.41167326,51.17592654,72.22711672,206.0666438,42.57318966,58.80804673,11.73034436,0.160413419,33.75884214,0,0
434,101.75,78.79,93.51,134.69,99.99,49.98,92.64,120.63,83.09,98.33,43.63,117.47,108.52,29.26,48.06,43.88,52.56,69.88,51.15,42.43,36.37,13.97,48.9,70.51,203.67,42.24,57.56,11.7,0.62,33.32,0,0
435,99.96360152,76.93608691,91.24839446,132.0133249,98.46756393,48.23017858,90.83017905,117.9756236,80.02006342,95.28412297,42.57507704,114.1586355,105.7842347,28.8089415,46.45758383,42.9587514,51.1336599,68.21492427,49.9756873,42.25044624,35.84889143,13.42363727,46.90267345,68.90774413,201.3386033,41.72838692,56.37568583,11.58767472,1.208412091,33.02312627,0,0
436,98.12902093,75.55518867,89.01796874,128.4832292,96.74997638,46.92317516,89.44497823,114.846032,77.12139591,92.45140007,41.14502756,110.853194,102.9130711,28.56422121,44.72240443,42.35397607,49.81372423,66.43025909,48.68317702,42.29632716,35.4436319,12.98042857,45.44521456,67.30155421,199.0868925,40.79359862,55.25985887,11.04108123,1.750496059,32.66924743,0,0
437,96.15199794,74.21151738,86.68228673,125.252813,94.42257065,45.58912204,88.18795572,111.3148867,74.59890024,90.25004891,39.29390338,108.0413955,99.98262293,28.38015744,43.15623824,41.83583052,48.53338919,64.23217438,47.2050885,41.98619092,34.97015056,12.74288199,44.44228224,65.64069194,197.1022537,39.40608881,54.00776447,10.09328595,1.863141239,32.13960316,0,0
438,93.88453381,72.62950855,84.04903934,123.4458884,91.37688622,43.94503798,86.76820298,107.7456486,72.48049572,89.05309773,37.29227081,105.4097094,97.06141793,28.19452365,41.70106128,41.20083697,47.25748583,61.76446077,45.67984387,40.9186909,34.19893478,12.67664637,43.56084815,64.02748917,195.4952078,37.74989164,52.42205454,9.132041825,1.288511025,31.4339267,0,0
439,91.24174976,70.9497969,81.12016031,121.8143803,87.99210982,42.08863583,85.05889395,104.5981881,70.67386536,88.00399825,35.69565268,102.8202736,94.31466582,28.10676913,40.4520513,40.30509453,45.88249444,59.40834777,44.41357087,39.16955604,33.0564295,12.55986378,42.55221563,62.6911086,194.0720178,36.15696645,50.54283262,8.588121319,0.232336052,30.58797036,0,0
440,88.03967231,69.27878854,78.25585536,119.0180379,84.70365856,40.24417567,83.02002813,101.8918139,68.99480743,86.04884145,34.78967621,100.0500724,91.8071728,27.80868318,39.28127124,39.01349752,44.29772341,57.2982239,43.4503192,37.14028503,31.80047063,12.16967176,41.33562134,61.57185952,192.5178334,34.79011636,48.52803686,8.412139632,0,29.52635467,0,0
441,85.1901582,67.5697988,75.92225957,115.4548985,81.83928353,38.58903122,80.76244183,99.39649701,67.3620742,83.42452754,34.38679497,97.16112422,89.52390633,27.06877265,38.00210006,37.75172947,42.64506364,55.49631587,42.55246659,35.22842689,30.75580927,11.47887635,39.99546563,60.1072591,190.7155498,33.69214923,46.60418837,8.240496035,0,28.24476994,0,0
442,83.83444685,65.70154248,74.34631026,112.4679584,79.50923347,37.15825782,78.51547948,96.82773323,65.81884039,81.2341559,33.92993676,94.46762071,87.36541946,25.91302155,36.52786198,37.10644678,41.27794774,54.08460255,41.40886496,33.62867955,30.07404797,10.71533422,38.669524,57.95277633,188.7965982,32.85172829,44.95858277,7.74261218,0,26.879791,0,0
443,82.72361431,63.70396286,73.1384187,109.5083186,77.52733913,35.80099225,76.47285532,94.00909619,64.38941141,79.38803463,32.91299085,92.06205697,85.15263432,24.45590905,34.98576455,36.59202131,40.40091295,53.10303642,40.03011192,32.27713229,29.57718156,10.23715288,37.35146069,56.26891263,186.9348176,32.24205381,43.56518363,7.084576106,0,25.63744915,0,0
444,80.87742001,61.78963262,71.74077976,106.4575456,75.68357992,34.2710633,74.69399122,90.98831248,63.0936817,77.74387985,31.42546778,89.78032528,83.06442545,22.97741849,33.71546425,35.68097609,39.86587838,52.39775021,38.75736217,31.19915859,29.15573085,9.99656261,36.04872331,55.10528154,185.2145005,31.7416273,42.28693589,6.765156389,0,24.67186929,0,0
445,78.25,60.1,69.76,103.58,73.83,32.35,73.1,87.94,61.85,76.1,29.98,87.39,81.43,21.72,33.01,34.21,39.26,51.63,37.83,30.55,28.75,10.49,34.81,53.62,183.6,31.15,40.98,7.06,0,23.94,0,0
446,75.44115364,58.53809803,67.16785823,101.0559705,71.93329289,30.01285977,71.55151736,85.059196,60.46984641,74.15949163,29.14258642,84.81439416,80.36003219,20.77548626,32.89565567,32.39154181,38.17105832,50.41905696,37.1195057,30.48177598,28.26301976,12.4962814,33.68616434,51.23629598,181.979284,30.30676502,39.61804366,7.668393898,0,23.1828306,0,0
447,72.50989779,56.8913213,64.3217004,98.79740016,70.13498363,27.67230554,70.04749948,82.50124342,58.89552681,72.02741158,29.0205512,82.3418134,79.3341916,20.26140839,33.07902628,30.39034991,36.71474804,48.71135507,36.37565249,30.78825385,27.54190849,13.92380815,32.61367131,49.28316361,180.3209493,29.37995007,38.46044594,7.938380084,0,22.1925715,0,0
448,69.76127864,55.01608103,61.704224,96.48351545,68.3852075,25.81561029,68.48148502,80.23046688,57.18697793,70.03879747,29.22729753,80.16782271,77.77404002,20.18894997,33.08569844,28.67516037,35.26113399,46.78081761,35.51811932,30.98706576,26.58556903,14.20999403,31.38207381,47.97328723,178.6566108,28.63522066,37.72027858,7.604279995,0.076138351,21.04137719,0,0
449,67.61278002,52.94162033,59.70139909,93.92902416,66.45548499,24.70761713,66.67787224,78.13143661,55.50781125,68.46250005,29.23588505,78.30622699,75.59098919,20.39301849,32.49850386,27.71321555,34.13069632,45.04735036,34.60168436,30.68801512,25.57930662,13.95815257,29.90834706,46.60962863,177.0315971,28.18376883,37.33296273,6.910274721,0.175619189,20.00289635,0,0
450,66.09174583,50.86466926,58.3957763,91.42865196,64.16692192,24.21580287,64.56498874,76.18107237,54.07358623,67.23069463,28.81453167,76.66151724,73.4932667,20.58813062,31.21406375,27.45614724,33.36004095,43.81253898,33.66572678,30.0000149,24.80822869,13.00851753,28.52013185,45.00365436,175.4400986,27.80063826,36.87846171,6.366141835,0.330427182,19.32647897,0,0
451,64.87212042,48.78656659,57.46326694,89.22381629,61.75433234,24.11142149,62.30965542,74.33824211,52.90372562,66.06885896,28.00502268,75.07044062,72.1310395,20.79550292,29.48084233,27.46712131,32.85005439,43.00668285,32.70993041,29.41347825,24.3791305,11.85118856,27.56091302,43.31023933,173.7617812,27.15606995,36.0419219,6.059710899,0.56948495,18.97746601,0,0
452,63.64324517,46.67377011,56.5682789,87.25659663,59.77179404,24.19645252,60.12648613,72.50795227,51.86489995,64.79767367,26.95602872,73.4072947,71.55136076,20.50406378,27.72846189,27.41617267,32.54191713,42.31056588,31.81256257,29.22832691,24.21755236,11.1156427,27.06169475,41.9262056,171.9757724,26.14206428,34.89826506,5.757333636,0.817075002,18.7872153,0,0
453,62.25198389,44.60237556,55.5210767,85.20510558,58.69068222,24.28239437,58.06772,70.58640868,50.74629365,63.38319881,25.83897269,71.60219935,71.19623751,19.24372831,26.36159464,27.23385987,32.38909591,41.52854032,31.09328124,29.32196986,24.11084797,11.09298521,26.73432921,41.20247483,170.1443964,24.91009524,33.79665827,5.183444648,0.905203619,18.5786683,0,0
454,60.63283682,42.83530922,54.19500905,82.78041616,58.25333337,24.09142019,55.86773326,68.58655884,49.37515697,61.78292891,24.82235788,69.60405846,70.40233481,18.26124321,25.52017301,26.93631523,32.17788093,41.05497693,30.53361365,29.27791135,23.80468085,11.49526166,26.28682864,40.96368028,168.1730809,23.64123854,32.89039415,4.398170838,0.660748143,18.24580667,0,0
455,58.77957434,41.70619594,52.4971349,80.0784013,57.76961459,23.49359597,53.47639774,66.73122661,47.86640542,60.12970279,23.98122063,67.56762226,68.90798092,17.70283868,25.16340912,26.4874797,31.76443599,40.76398524,30.09556858,28.78786272,23.28553033,11.84558087,25.81706578,40.76937917,165.9024618,22.4531362,32.08204415,3.695208758,0.071158908,17.75580151,0,0
456,56.74,41.31,50.48,77.31,56.71,22.61,51.19,65.21,46.41,58.63,23.18,65.69,66.8,17.2,25.07,25.85,31.19,40.38,29.74,27.74,22.73,11.83,25.53,40.28,163.36,21.41,31.27,3.26,0,17.17,0,0
457,54.62037422,41.3318978,48.39490094,74.57439764,55.11235056,21.76086815,49.51526382,64.00692363,45.07584621,57.37723349,22.13353417,64.06344928,64.35953072,16.69819422,24.89905075,25.05685158,30.62371321,39.87114125,29.37762602,26.23338917,22.30313238,11.55552001,25.41118221,39.49206368,160.9091776,20.55569152,30.51352537,2.990257711,0,16.64291093,0,0
458,52.58673346,41.24411205,46.54618253,71.96536928,53.51496392,21.13457419,48.64520386,62.99564146,43.84451111,56.11982725,20.86234794,62.69875183,61.91338861,16.25007112,24.44436582,24.24766197,30.00788799,39.22859712,28.75136442,24.5780715,21.79310227,11.59158878,25.10600997,38.68322378,159.0909586,19.95231308,29.91033429,2.734251026,0,16.35080787,0,0
459,50.70161956,40.66734964,45.01038881,69.52742321,52.32079711,20.54295492,48.25176543,61.91698032,42.70342327,54.55681269,19.74625522,61.4773934,59.60680081,16.08149812,23.74067541,23.62313471,29.07959764,38.40284176,27.74374447,23.07018507,20.92837316,11.67656468,24.40642657,37.98421915,157.9134323,19.6404133,29.34984667,2.500551339,0,16.32340213,0,0
460,48.97368899,39.47159517,43.71186775,67.3518152,51.61117282,19.79733934,47.78799666,60.7266047,41.62845378,52.68236376,19.17137364,60.22015616,57.41083283,16.34741518,22.98381031,23.32466219,27.68663545,37.48644497,26.52758588,21.88035579,19.73125051,11.24923155,23.42692283,37.3318447,156.8923105,19.61604008,28.65354191,2.392011956,0.366395985,16.41417132,0,0
461,47.46390892,37.77471835,42.61763797,65.67852808,51.18678696,19.14912456,46.95017862,59.86224398,40.52113448,50.98709795,19.07109843,58.78259449,55.23100168,16.82846311,22.34863594,23.28945843,26.1156149,36.83002866,25.53522768,21.02107552,18.70739193,10.50733751,22.541765,36.60179826,155.4584365,19.81011506,27.82995575,2.433330188,0.741502257,16.35222009,0,0
462,46.19644441,35.91815821,41.73769101,64.68184812,50.78732671,18.6868437,45.79216133,59.29201328,39.20761521,49.83593234,18.91737605,57.02386432,53.02415148,17.13762221,21.73525048,23.21805391,24.79997066,36.36188712,24.91944087,20.47442997,18.17533883,9.875111055,21.87394978,35.7767452,153.4716115,20.06030941,27.00828583,2.487802517,0.489900577,15.91506554,0,0
463,45.12932245,34.36250961,41.04872644,64.24036834,50.21018607,17.95882845,44.51528614,58.34748708,37.68762642,49.12479611,18.28455381,54.97412832,50.94972811,16.96333841,21.07327407,22.87738134,23.9421806,35.62551801,24.54386206,20.2236558,18.01338216,9.660671068,21.39599632,34.85329209,151.181985,20.19591488,26.24130558,2.435465764,0,15.13965148,0,0
464,44.13376628,33.454235,40.4371746,63.87963961,49.34061734,16.52088946,43.28782036,56.38411235,36.17060798,48.40036232,17.14384739,52.85143604,49.32541985,16.21068162,20.49420228,22.26205685,23.42014232,34.11026818,24.15832381,20.18677605,17.80829428,9.876482244,21.07589173,33.7821976,148.9681627,20.05863809,25.44824145,2.252035096,0,14.32611042,0,0
465,43.01275693,33.06815055,39.6879628,62.94171395,48.12410866,15.12074099,42.12041272,53.99074806,34.8605883,47.40185778,15.86230742,50.90366922,48.37378597,15.07102887,20.274747,21.58863769,22.96094652,31.81792823,23.69008155,20.09975263,17.34591485,10.2045557,20.9691733,32.4859738,146.9165659,19.47051794,24.51519051,1.988508825,0,13.81312489,0,0
466,41.82033915,32.7545815,38.71221473,61.21611896,46.57719095,13.9486154,41.07104069,51.57023033,33.63836091,46.30312267,14.85294612,49.24769966,48.02199411,13.99416808,20.24131698,21.05146338,22.34874881,29.33964598,23.14662137,19.76615955,16.73700067,10.46984707,20.87152566,31.07065558,144.9603116,18.32788405,23.5332717,1.798809683,0,13.65412127,0,0
467,40.72,32.14,37.56,58.98,44.84,12.83,40.21,49.4,32.29,45.29,14.39,47.89,47.93,13.58,19.85,20.72,21.46,27.43,22.55,19.17,16.14,10.71,20.4,29.69,142.99,16.72,22.64,1.82,0,13.65,0,0
468,39.77877955,31.18880503,36.37047836,56.80983723,43.1834697,11.66322032,39.52937771,47.75135462,30.80227226,44.2530061,14.51283282,46.80332675,47.64120403,14.12825761,18.5778896,20.50334419,20.29674759,26.55468886,21.91926989,18.47547612,15.54416821,11.10444055,19.29051097,28.41748619,140.9789546,14.98118381,21.86205043,2.054341387,0,13.51784549,0,0
469,38.8280664,30.09545564,35.28172938,55.14399185,41.88234674,10.4585991,38.86102816,46.41732884,29.55481796,42.99286226,15.01473833,46.00986395,46.89872514,14.59124174,16.67373104,20.18209106,19.09372813,26.54003134,21.31924326,17.8541723,14.83336764,11.74671293,17.96129817,27.28233818,139.1665452,13.58024552,21.12861274,2.300582907,0,13.20455213,0,0
470,37.65575483,28.94582185,34.33543784,53.92746717,40.93534757,9.248848642,38.11717403,44.97296802,28.83863889,41.59348686,15.52335087,45.10737519,45.51812491,14.5096929,14.81426559,19.50321855,18.19345364,26.81662651,20.79882881,17.33661564,14.00911645,11.97795581,17.20152219,26.33433089,137.7840608,12.79932879,20.37959651,2.129840429,0,12.9030223,0,0
471,36.19571451,27.72931058,33.51874122,52.81112704,40.07594459,8.098027703,37.36992761,43.223313,28.63616249,40.36897383,15.61490736,43.86880503,43.84758764,14.11502613,13.60397741,18.3073102,17.85208876,26.77407261,20.35960805,16.86516179,13.22093298,11.28171924,17.33297536,25.62001015,136.929492,12.64631888,19.64115942,1.419101625,0.302263605,12.83210514,0,0
472,34.65164695,26.5012885,32.83785285,51.5434413,39.03082147,7.139792693,36.78107803,41.55273843,28.59306802,39.58923813,15.0726353,42.89579905,42.95487233,13.67323511,13.12116728,16.66629371,18.01200201,26.12031353,19.96314938,16.4287792,12.69496026,10.36571835,17.6188522,25.10082194,136.4992978,12.89018164,19.06600656,0.782393421,0.411602123,12.93591477,0,0
473,33.28233781,25.48406619,32.26399487,50.09600323,38.21676585,6.51870214,36.21371105,40.36852424,28.3746438,39.10658193,14.55540995,42.16180291,42.35997679,13.34786245,13.05114677,14.92468026,18.1848716,24.96681041,19.64266307,16.15017702,12.58128762,9.657169234,17.94278463,24.52769406,136.1316238,13.24243995,18.84283623,0.289879555,0.475283511,12.77059587,0,0
474,32.23226409,24.86537303,31.76977716,48.45241342,37.76857585,6.224373184,35.44077055,39.70090177,28.08646459,38.5740997,14.27941826,41.14621373,41.55554639,13.12034824,13.09693739,13.58973639,18.23078565,23.61581339,19.42789944,16.1340853,12.93099064,9.30521424,18.18248727,23.66678703,135.8163699,13.51928951,19.02285409,0,0.538329921,11.9760661,0,0
475,31.45096227,24.62676703,31.31259804,46.5378575,37.26831171,6.056208926,34.3541356,39.21973833,27.8490772,37.67511513,13.93501024,39.58751008,40.72895733,12.88518558,13.16818849,13.10646634,18.31212016,22.3846597,19.21007797,16.32516954,13.64275821,9.233554426,17.95240564,22.5017046,135.5440541,13.66052231,19.43445172,0,0.353236783,10.57838308,0,0
476,30.70500075,24.45390173,30.77500584,44.33490777,36.31840322,5.751022605,33.11188598,38.62851184,26.82587044,36.34255942,13.81057935,38.42046171,40.34654221,12.69601967,13.35464318,13.50975213,18.11683548,21.45820517,18.65965461,16.40489406,14.37917828,9.121387861,16.99528939,21.37755046,134.2865381,13.63342068,19.71319415,0,0,9.06330442,0,0
477,29.84513165,24.10842527,30.09050102,42.1763799,35.15931673,5.300343022,31.93252125,37.90928919,25.2486083,34.82888263,14.12815949,37.59797627,40.28801841,12.66121429,13.72184774,14.42181547,17.6119101,20.85420158,18.02048053,15.99328082,14.71299623,8.87218242,15.87418263,20.77196128,132.3040465,13.45950053,19.62529428,0,0,7.88747544,0,0
478,28.89,23.53,29.23,40.46,34.17,4.89,30.92,37.17,23.74,33.55,14.7,36.69,40.17,12.74,14.16,15.36,16.99,20.45,17.65,14.95,14.45,8.57,15.28,21.01,130.38,13.17,19.17,0,0,7.32,0,0
479,28.01352455,22.81196171,28.16126679,39.35168189,33.48243975,4.723390795,30.01182973,36.48091532,22.53897955,32.87577178,15.0083488,35.66176094,39.73894692,12.82014801,14.3590178,15.99634812,16.44282125,20.06342487,17.57945991,13.56387384,13.77203558,8.318308147,15.384902,22.01933384,128.8692398,12.7457586,18.56917025,0,0,7.46049537,0,0
480,27.40773978,22.05351781,26.82324682,38.69591574,33.25820008,4.7524967,29.15304176,35.84208776,21.72062527,32.86753212,14.97156911,34.76111078,38.9148764,13.32299895,14.0362096,16.22342832,15.95509386,19.63420777,17.6568879,12.46203092,12.94253863,8.07207237,15.85118684,23.16158927,127.7137305,12.06018844,18.11157653,0,0,8.429089895,0,0
481,27.09256014,21.41060778,25.23419515,38.17021434,33.40682434,4.678932934,28.36257308,35.20866755,21.28589539,33.22730401,14.83917202,34.09110888,37.79090532,13.9152555,13.26153787,16.0539321,15.39348546,19.20962139,17.76748818,12.03410785,12.10125471,7.818417399,16.20011076,23.50922707,126.6582993,11.01090138,17.89578828,0,0,10.04005874,0,0
482,26.92149186,21.01908816,23.60624684,37.51003713,33.6405913,4.183134654,27.72181282,34.52670643,21.22960681,33.48547724,14.85168684,33.50158152,36.51104236,14.01443567,12.43588642,15.58768547,14.7181679,18.84965671,17.84628916,12.21171691,11.37562794,7.699287942,16.12541501,22.76988169,125.5110335,9.734147127,17.7892828,0,0,11.7769583,0,0
483,26.69674682,20.84957921,22.36807844,36.68435238,33.67783644,3.220224712,27.31530655,33.74476769,21.52777431,33.25584938,14.90045344,32.69489667,35.12800436,13.78756712,12.04175235,14.98280816,14.15719161,18.53027675,17.78898712,12.49523953,11.03378727,7.942149412,15.68875514,21.94301304,124.3036701,8.753844687,17.51507115,0,0,12.99234897,0,0
484,26.38726764,20.60591255,21.73101034,35.6751536,33.36576113,2.08547546,27.10288251,32.7111747,21.80638155,32.32777242,14.66463972,31.66785897,33.65295664,13.41419068,12.08068745,14.29932982,13.92180497,18.19729444,17.33754099,12.46613327,11.18705242,8.137093991,14.99667724,21.25187657,122.8719174,8.578169107,16.91485153,0,0,13.45556092,0,0.304808627
485,26.07338112,19.99216204,21.56054513,34.78192131,32.76303534,1.098020972,27.01328924,31.33091586,21.62796145,31.21585555,13.92291136,30.69074388,32.24068563,13.02140179,12.22906632,13.5218153,13.94657402,17.73722549,16.33970104,11.98512945,11.5331263,8.102021855,13.99478098,20.39156842,121.0609644,9.305182587,16.07779472,0,0,13.2955324,0,0.136572994
486,25.80116131,18.94444084,21.50498718,34.34933478,32.09788195,0.388731515,26.99107891,29.6485586,20.81432935,30.6423636,12.706891,30.04315638,31.09376572,12.67366631,12.125044,12.64828582,13.896577,17.01128606,14.89861242,11.17797443,11.51658548,8.001241295,12.56147452,19.22616385,118.9346145,10.38107124,15.24403341,0,0,12.8141341,0,0
487,25.38542473,17.79516382,21.34287783,33.99281903,31.57900867,0,26.97221709,27.84183605,19.71563899,30.13196197,11.31047529,29.57577649,30.11336432,12.34435078,11.7173348,11.81876746,13.45228301,15.9848927,13.37722735,10.25614213,10.90697816,7.699130605,10.86561199,18.4830674,116.9009973,10.72601085,14.51716197,0,0,12.21539412,0,0
488,24.56455172,17.0181932,21.04500103,33.43820546,31.13962177,0,26.78423668,26.16720928,18.70557815,29.43128358,10.18571814,28.92677744,29.0704007,12.0855761,11.12291724,11.22193959,12.66795635,14.9102501,12.1746715,9.40464371,10.03199169,7.162836294,9.39530279,18.01466094,115.3690625,10.7995024,13.91591164,0.054500074,0.16215518,11.54586902,0,0
489,23.28,16.8,20.72,32.74,30.62,0,26.21,24.89,17.84,28.71,9.69,27.92,27.83,11.91,10.47,10.9,11.83,14.11,11.57,8.73,9.3,6.56,8.51,17.52,114.5,10.89,13.47,0.01,0.59,10.81,0,0
490,21.83699184,16.81361647,20.53561427,32.16240103,30.00536152,0,25.12611202,24.22867646,16.84457504,28.2679153,9.876939473,26.78908345,26.48793405,11.71846336,9.842531522,10.70304508,11.20646934,13.72847433,11.6284784,8.313031427,8.809190984,6.186121407,8.12744302,17.2174381,114.1395099,10.22689931,13.25491464,0,0.711411297,10.09736167,0,0
491,20.75970424,16.48826625,20.60935577,31.7026697,29.58119615,0,23.72893241,24.30147436,15.68765448,27.85770158,10.42908033,25.97493802,25.31480894,11.44269838,9.405108789,10.58413817,10.77006212,13.58730796,12.17929042,8.413379201,8.419696505,6.181746467,7.886010712,17.3073859,114.0556553,9.331668702,13.29146934,0,0.680756774,9.658443305,0,0
492,20.28837728,15.61652303,20.85545476,31.46213148,29.50249561,0,22.36259007,24.85635728,14.64296954,27.30961886,10.96151224,25.61685589,24.45601884,10.98274355,9.247554929,10.58638331,10.32343217,13.56334039,12.78469685,8.889568684,8.191095002,6.379064394,7.660052013,17.63078965,113.9559345,8.821270973,13.50087257,0,0.542823645,9.616304423,0,0
