bp,E1: JW_1,E2: JW_2,E3: JW_3,E4: JW_4,E5: JW_5,E6: JW_6,E7: JW_7,E8: JW_8,F1: JW_9,F2: JW_10,F3: JW_11,F4: JW_12,F5: JW_13,F6: JW_14,F7: JW_15,F8: JW_16
481,9.623335237,26.50477243,4.710776755,37.55875116,13.58266888,11.27629664,20.88850158,8.169734538,1.316638994,9.419779506,0,12.16312457,18.58822979,4.926156983,17.66866523,17.53331272
482,9.473383389,26.21237824,4.635194978,37.20113912,12.17994334,11.20643948,19.98853551,7.899520127,1.304522538,9.913498027,0,12.17849746,17.95761095,4.379170826,17.19029888,17.37285656
483,9.15693416,25.91318591,4.389173362,36.83731142,11.10016572,11.0321235,19.38419575,7.76217266,1.558141686,10.3833388,0,11.96747757,17.53481799,4.016168915,16.73779615,17.00625656
484,8.847833081,25.69795408,3.852550493,36.36469923,10.55767723,10.66559825,19.17995458,7.882740227,1.973768349,10.67177707,0,11.42242717,16.96233616,4.154657134,16.14293542,16.53525958
485,8.745755058,25.44956183,2.915270212,35.79263153,10.58830712,10.19251219,19.32339356,8.259265719,2.202602538,10.73568742,0,10.49737447,15.98341171,4.913349746,15.36715976,16.07369128
486,8.767731975,24.97792654,1.814746593,35.19835538,10.85121814,9.762924338,19.54667465,8.586892079,1.978090656,10.59960355,0,9.525354854,14.77257039,5.93971377,14.69508128,15.60290421
487,8.702053463,24.19879697,1.021362894,34.56097839,10.97756533,9.429864648,19.57790631,8.615424424,1.34694745,10.16745866,0,8.954103811,13.8017535,6.734004106,14.29161977,15.12282984
488,8.334512384,23.14751374,0.955536622,33.76545997,10.77716548,9.151813424,19.24426035,8.317370665,0.598833615,9.271215114,0,9.073631542,13.56399537,6.901949271,14.09776493,14.70014516
489,7.614152457,21.9118606,1.49209738,32.7181822,10.44272619,8.895664492,18.55467302,7.988106474,0,7.902494348,0,9.637672655,14.09101718,6.462206487,13.91042185,14.45302073
490,6.767912507,20.66163523,2.156800684,31.47652523,10.36757353,8.71749549,17.63669295,7.810950118,0,6.415091397,0.217939279,10.17448679,14.93025903,5.668677815,13.7198389,14.31199386
491,6.221816829,19.66294378,2.46520305,30.24795545,10.86986689,8.736756067,16.70778727,7.766044308,0,5.383732414,0.099061856,10.29183796,15.46126894,4.847453543,13.62091647,14.08434167
492,6.411774452,19.24967435,2.322218117,29.32595455,11.85414724,9.070013493,16.04156901,7.651022407,0,5.315164555,0,10.00535416,15.34919827,4.226830443,13.59048446,13.63095512
493,7.228647952,19.41052488,1.918543086,28.74459675,12.8383396,9.720177877,15.76309132,7.395414588,0.037306447,6.194096656,0,9.631376618,14.7426679,3.880164276,13.44198309,13.08265806
494,8.249927473,19.80773664,1.51808548,28.29575476,13.29642429,10.54517658,15.84051404,7.078607591,0.25845618,7.587291363,0,9.465229102,14.04282525,3.75819597,13.0416325,12.72844046
495,8.961199809,19.90687737,1.274752421,27.63498178,13.00877049,11.25362648,16.11027919,6.894915995,0.188143003,8.836076005,0,9.497991657,13.63980921,3.730505569,12.50334685,12.84409626
496,8.501073666,19.4966017,1.198207228,26.67021684,12.25848845,11.56103731,16.39710779,7.022506381,0,9.495323666,0,9.473544337,13.65184777,3.686213245,12.04394389,13.39075426
497,7.129804661,18.71447253,1.249954188,25.5561004,11.45457459,11.35085855,16.53104136,7.462729523,0,9.42692731,0,9.188562921,13.95794061,3.614120263,11.79347214,14.10969635
498,6.518824211,17.95745638,1.398810454,24.61200171,10.85764443,10.76080815,16.38041984,7.990650487,0,8.81887937,0,8.679938715,14.28030153,3.619236495,11.70461174,14.6644957
499,6.461999711,17.49927806,1.590082235,24.0391034,10.49347865,10.09830532,15.97152697,8.397246047,0.450247934,8.055331554,0,8.17350348,14.41997363,3.765962793,11.67820968,14.93255135
500,6.46,17.44,1.83,23.7,9.91,9.66,15.11,8.31,1.1,7.39,0,7.8,14.14,3.92,11.58,14.7
501,6.39,17.64,2.12,23.27,8.66,9.59,13.73,7.49,1.66,6.91,0,7.53,13.39,3.84,11.35,13.88
502,6.087793265,17.68330956,2.227559942,22.90210762,7.730443357,9.708913706,13.04338876,6.732819239,1.760904684,6.761465074,0,7.322326434,12.89946732,3.648829842,11.24642908,13.33027856
503,5.626737957,17.54378282,2.200970857,22.56230415,7.064007089,9.823346732,12.9254757,6.07067852,1.60835944,6.713157073,0,6.970807766,12.58915206,3.501765459,11.31461622,13.05606843
504,5.155190504,17.28759107,2.1400224,22.18102252,6.401331424,9.797231881,12.97281543,5.391515426,1.484201934,6.517098414,0,6.322441439,12.24157406,3.489004859,11.50892749,12.85483644
505,4.836634843,16.91317847,2.054863724,21.79738264,5.880105081,9.586535972,13.15611824,4.877257174,1.472508102,6.129701682,0,5.448473351,11.93635779,3.58785513,11.75286095,12.71362357
506,4.748036894,16.41793135,1.966236571,21.46458886,5.614177397,9.193400824,13.39498901,4.655601231,1.641212444,5.577512665,0,4.515844616,11.75841731,3.718212147,11.91076935,12.58015629
507,4.840823529,15.8127439,1.924832391,21.23469075,5.60694073,8.667878918,13.47590041,4.718635547,2.063261331,4.947383983,0,3.77513506,11.73802143,3.749511636,11.78004561,12.31714794
508,4.993699138,15.14250995,1.953132052,21.1656456,5.828455917,8.099517945,13.32511564,4.969741488,2.630791728,4.384180566,0,3.40249508,11.81919357,3.660963358,11.2939917,11.87164061
509,5.039045008,14.48032705,2.047775489,21.30910356,6.2252742,7.605296779,12.99816054,5.24452614,3.08890108,4.067938643,0,3.489265326,11.87533869,3.528825679,10.51429648,11.27625583
510,4.865864772,13.90502653,2.200975294,21.62157335,6.723889393,7.280305798,12.59046887,5.361667126,3.215972036,4.098325738,0,3.977416211,11.76276891,3.450584467,9.595971317,10.64930712
511,4.412517189,13.4839577,2.396319944,22.00649267,7.245033445,7.183483338,12.19680536,5.19646441,2.869220533,4.502195082,0,4.733324999,11.3628983,3.512495475,8.721575502,10.13645999
512,3.711431303,13.21967954,2.585752936,22.34219201,7.727764806,7.258735057,11.82493198,4.921908136,2.18415711,5.15792178,0,5.614496628,10.708707,3.705970687,7.993056474,9.816571223
513,2.847448779,13.0746593,2.690852596,22.52439401,8.11022174,7.4133835,11.46535375,4.71485739,1.366188859,5.888352576,0,6.495552878,9.890299638,3.984591545,7.458975926,9.700134025
514,1.970397565,12.95683098,2.579754302,22.51247436,8.314487228,7.547895501,11.12947328,4.54004768,0.592255454,6.485113658,0,7.300976459,9.031046683,4.276014314,7.091373386,9.672461538
515,1.25479197,12.77676176,2.171791673,22.30027517,8.26314723,7.641695269,10.84401877,4.345630991,0.004466826,6.789613563,0,7.941120711,8.234287243,4.532640076,6.870328383,9.630518831
516,0.892897479,12.46523444,1.48545154,21.92041168,7.888391829,7.793866129,10.65068138,4.108664916,0,6.731546781,0,8.294445597,7.562934676,4.7500559,6.807303608,9.520487306
517,0.994229111,12.01463813,0.708266356,21.43970252,7.222103786,8.062429442,10.52489651,3.866453335,0,6.342288513,0,8.271610648,7.040728668,4.910107776,6.928192923,9.315337208
518,1.572068795,11.47628609,0.16254969,20.9511036,6.395114091,8.443850099,10.38235126,3.700155966,0.511883936,5.741591174,0,7.833919357,6.657070202,4.972361428,7.263082794,9.006308987
519,2.463289954,10.93530537,0.036906338,20.52359782,5.610323683,8.797005823,10.16472347,3.598213761,1.747165084,5.060593468,0,7.119763032,6.389379495,4.836499716,7.777340211,8.558763872
520,3.405578364,10.49089927,0.392338679,20.19355686,5.088665511,8.933829441,9.849564255,3.512602654,3.329264151,4.43096925,0,6.36330889,6.224601966,4.39394545,8.386734619,7.951213263
521,4.123835762,10.22327903,1.02805152,19.89956444,4.944860449,8.817343975,9.519694564,3.481162974,4.795863762,3.963508706,0,5.786573986,6.231054409,3.666259784,8.937409822,7.309199128
522,4.405519936,10.17117594,1.6905046,19.54987765,5.195299378,8.510065332,9.299614431,3.547062642,5.695712971,3.753702789,0,5.535426516,6.501234444,2.765770103,9.275893977,6.81105453
523,4.236264783,10.26849945,2.223759501,19.05817145,5.667743375,8.221691624,9.334609737,3.685354815,5.871269121,3.871130219,0,5.542024804,7.119108908,1.947109895,9.317839366,6.647730007
524,3.711009501,10.41537802,2.569130205,18.40055227,6.160185832,8.106749549,9.688054417,3.858553425,5.372392757,4.315962917,0,5.679676957,8.057201426,1.430559886,9.054601698,6.900604263
525,3.050592067,10.48968471,2.804588912,17.66071602,6.484088007,8.172124877,10.27201583,4.029865102,4.514930085,4.97386749,0,5.790089904,9.094894815,1.324910055,8.589168849,7.454581125
526,2.465110331,10.43968396,2.982227941,16.942714,6.567248118,8.312492572,10.94200735,4.177518312,3.610843542,5.6754829,0,5.766058529,9.957105561,1.58604957,8.081445557,8.145312751
527,2.130715737,10.29167527,3.112624811,16.35516013,6.463507977,8.3285003,11.51640205,4.295691482,2.926885143,6.216436993,0,5.562564272,10.35075789,2.022573305,7.730496853,8.79017626
528,2.11637492,10.08959863,3.208468409,15.94335594,6.283230134,8.119270019,11.88761525,4.380856206,2.580281826,6.517042857,0,5.192402617,10.2007226,2.465902996,7.632014929,9.354112595
529,2.411209206,9.878778491,3.29000634,15.70298123,6.159256103,7.671192269,12.01017976,4.428069136,2.572297642,6.596058953,0.295037667,4.709641508,9.597680505,2.78760523,7.788200256,9.88979946
530,2.929464532,9.658480382,3.407694494,15.57505009,6.164060193,7.101158072,11.92161446,4.41772818,2.772149142,6.579457706,0.62738264,4.205947911,8.789440941,2.987879683,8.041628457,10.40513149
531,3.551115894,9.42134163,3.590309593,15.49546439,6.323074081,6.547410075,11.67762214,4.327563247,3.001669796,6.599569136,0.530272111,3.774691864,8.063938124,3.102983107,8.193743979,10.85496262
532,4.134356148,9.197200472,3.752691724,15.45275875,6.578845521,6.053128107,11.28966461,4.145334594,3.090173951,6.672641602,0,3.466792752,7.645101471,3.1262055,8.11123212,11.07217902
533,4.565031022,9.013134975,3.783306298,15.44372726,6.845488336,5.616803773,10.76890665,3.876109567,2.973762028,6.76666622,0,3.3072187,7.654769835,3.018487436,7.752284985,10.91589159
534,4.793729532,8.873858288,3.570319823,15.45800797,7.017089516,5.192232198,10.14580437,3.55532046,2.792541727,6.80573981,0,3.288377372,8.039077427,2.6995531,7.224878379,10.35130189
535,4.835601108,8.737882539,3.104510279,15.44791277,7.004634981,4.802995153,9.494103218,3.24957093,2.69190431,6.751520159,0,3.40362164,8.602941773,2.198891212,6.626393213,9.480497923
536,4.772368538,8.517086431,2.500132641,15.32792487,6.747123617,4.555468247,8.932518789,3.053480581,2.782457488,6.613985949,0,3.646133595,9.017410951,1.681272289,6.019230482,8.551025786
537,4.6830882,8.18155983,1.917893326,15.07703767,6.257730879,4.492258751,8.539238298,3.003806166,2.994189737,6.383376715,0,3.933854939,9.054894711,1.330580796,5.432786895,7.806316314
538,4.628969636,7.756289318,1.531510135,14.73165499,5.609628188,4.59229658,8.345471558,3.086743402,3.134933768,6.024104721,0,4.134481356,8.604962401,1.300800636,4.878432954,7.454734676
539,4.579296919,7.346433036,1.410179914,14.3971491,4.933609555,4.731027647,8.269397138,3.231442144,3.047533108,5.432499479,0.297878476,4.138745493,7.831582229,1.482131254,4.395696688,7.522588552
540,4.466401717,7.069793922,1.542365809,14.17974854,4.373916271,4.760994528,8.184053764,3.368391271,2.643862984,4.521447281,0.865942035,3.890102067,7.014808029,1.654191467,4.032384123,7.917513656
541,4.230249167,6.962938016,1.775829969,14.077357,4.033937116,4.614343062,7.972157502,3.525580327,2.041772052,3.379610268,0.942132103,3.496875709,6.436691891,1.601559586,3.821168595,8.385560585
542,3.854830781,7.016657272,1.917482558,14.06089714,3.965409287,4.28457655,7.575227338,3.768591225,1.412019823,2.182093482,0.540735701,3.097279648,6.27242025,1.218863204,3.74369469,8.688000476
543,3.418354189,7.163537534,1.762174721,14.10048613,4.125526662,3.859167601,7.061452004,4.191196342,0.929795691,1.198942116,0,2.805432266,6.455902246,0.6446422,3.676600136,8.710904042
544,3.015376211,7.326221981,1.227784552,14.1950259,4.40293972,3.44401902,6.543293229,4.771865372,0.681735489,0.596444246,0,2.669216078,6.817834803,0.091674276,3.513214774,8.496533233
545,2.742228461,7.426273444,0.405641217,14.37620824,4.61524983,3.151938185,6.162570922,5.329319033,0.632094074,0.380918251,0,2.652492089,7.103088779,0,3.194973803,8.268476736
546,2.646219921,7.412393465,0,14.58318639,4.632449361,3.084210832,5.950943917,5.665361199,0.686783664,0.48387425,0,2.717243577,7.189379892,0,2.775774154,8.180976687
547,2.727013452,7.270865853,0,14.67736767,4.387706941,3.321293338,5.841628615,5.601173475,0.717411033,0.7936161,0,2.831238,7.077257476,0.592707196,2.394063309,8.297518764
548,2.921196481,7.114132877,0,14.51396866,3.949651104,3.853340542,5.708032202,5.154241469,0.645747933,1.267730126,0,2.983151872,6.849779338,1.519670489,2.155327623,8.484302261
549,3.136289902,7.091667119,0,13.99756217,3.450285962,4.611230768,5.418951228,4.456885818,0.434455824,1.887619208,0,3.173264652,6.606733122,2.52026757,2.122555031,8.525789041
550,3.284691966,7.244360956,0,13.26405492,3.013069603,5.456034534,4.947947309,3.72820126,0.117978319,2.586739052,0,3.408492769,6.349477112,3.314687178,2.245036458,8.266638365
551,3.323175187,7.51586629,0,12.52387944,2.720206787,6.232263052,4.34191491,3.171398628,0,3.266699845,0,3.690187719,6.058416642,3.684330349,2.451336404,7.635050437
552,3.318459277,7.680699462,0,12.00889699,2.554430632,6.793176369,3.759713087,2.885078639,0,3.782967107,0,3.999882719,5.732163565,3.599590223,2.699280841,6.730684113
553,3.327085105,7.592798076,0,11.81743394,2.489903875,7.044203414,3.346301284,2.881453508,0,4.028872202,0,4.276522901,5.402240657,3.165688328,2.9641414,5.715488441
554,3.359956733,7.271016621,0,11.8422953,2.513329975,6.969666451,3.194390963,3.070374449,0,3.968287097,0,4.402730702,5.141427832,2.640503093,3.23756575,4.800510089
555,3.336575978,6.880426582,0,11.92341914,2.647654907,6.624805975,3.293230137,3.381150654,0,3.634946536,0,4.301265387,4.960996261,2.23113176,3.461484646,4.141036176
556,3.109026867,6.686275624,0.068589733,11.88233392,2.937696882,6.122655699,3.543577617,3.770136642,0,3.119961957,0,3.951573484,4.812613464,2.073014947,3.540664424,3.824760389
557,2.637632665,6.771632773,0.622535757,11.67319439,3.336337963,5.572848613,3.854967115,4.212720852,0,2.510350507,0,3.485856137,4.637123571,2.164190514,3.462124727,3.811257673
558,1.97534458,7.085253675,1.015098246,11.3340998,3.739296348,5.070056065,4.158818198,4.6713797,0,1.883734058,0,3.112168048,4.385715347,2.426571202,3.275727359,3.990702518
559,1.339649657,7.407492268,1.311127602,10.96075439,4.008513215,4.647965348,4.464830037,4.992794137,0,1.286973852,0,3.006563743,4.086356239,2.768571405,3.119342459,4.248675885
560,0.953375608,7.510916706,1.602527379,10.65553353,4.032517071,4.324091929,4.805745254,5.010766338,0,0.771898672,0,3.269988775,3.815424478,3.098697404,3.116913169,4.497114703
561,0.903556125,7.300126818,1.936552353,10.48730409,3.807530025,4.124806919,5.208703344,4.62979131,0.231581548,0.432546891,0,3.816340444,3.717979803,3.337351317,3.271418434,4.727732771
562,1.171213687,6.795129751,2.283926514,10.46727471,3.385252067,4.055566313,5.662553718,3.899621482,0.512846135,0.34931662,0,4.50338554,3.897465594,3.40248672,3.520346743,4.955430027
563,1.598487169,6.171951415,2.501253972,10.51865179,2.877771073,4.082247723,6.092444606,3.094806772,0.634424609,0.561159604,0,5.151874374,4.361314886,3.20812363,3.729950045,5.207789553
564,2.010517636,5.625876088,2.489293271,10.55007985,2.377612502,4.134633815,6.408797745,2.50076919,0.555494533,0.973049396,0,5.611744508,5.00239922,2.760409218,3.83585671,5.45585183
565,2.242690054,5.346079182,2.21797885,10.47127882,1.950603562,4.117468571,6.519998796,2.367530744,0.294225987,1.359796478,0,5.77355932,5.610780707,2.167009266,3.85836988,5.60897896
566,2.284202494,5.406907495,1.795892941,10.27254232,1.655733413,4.024934139,6.409171284,2.676867841,0,1.531920305,0,5.605330404,6.034402492,1.608433348,3.888586662,5.550097418
567,2.226678095,5.786047032,1.401645293,10.00251711,1.539787697,3.913218138,6.120252568,3.226739321,0,1.363510421,0,5.138365496,6.175105975,1.285573003,4.045271832,5.167657625
568,2.202118228,6.311527669,1.128098058,9.758142638,1.597968339,3.871280232,5.781120685,3.710946929,0,0.951687027,0,4.499799595,6.023027435,1.26792465,4.363750201,4.470240894
569,2.322990237,6.770502527,1.011464134,9.628456566,1.803058707,3.955907746,5.523435365,3.848802595,0,0.474648365,0,3.838268545,5.610625413,1.531404633,4.831656468,3.550650761
570,2.588402646,6.996533312,1.005474428,9.617540305,2.116025984,4.077347655,5.388944949,3.570429104,0,0.107902584,0,3.25730295,5.004755291,1.901141607,5.380372613,2.635550373
571,2.941441936,6.922022289,1.061043601,9.687505054,2.483069032,4.139388429,5.351871413,2.94375423,0,0,0,2.819284493,4.343345338,2.176843731,5.931965196,1.975769036
572,3.263194642,6.653552244,1.158458655,9.754033604,2.826276361,4.095442842,5.293040647,2.216646157,0,0.018865716,0,2.523750469,3.886050246,2.174722106,6.41344673,1.810013931
573,3.455406701,6.340202968,1.321724897,9.748393421,3.060115528,3.983008862,5.124928934,1.583543451,0.028518661,0.234991789,0,2.329919393,3.830296055,1.852351198,6.759555,2.23464348
574,3.452865488,6.149106847,1.618287889,9.631285812,3.100776178,3.923590927,4.813304715,1.145666534,0.037745457,0.546069739,0,2.160900839,4.268596292,1.332462156,6.913536049,3.172189621
575,3.208259966,6.15044791,2.083363081,9.435319978,2.957405858,3.971024193,4.388305078,0.891221437,0,0.84873276,0,1.960217038,5.061289202,0.818563028,6.823203689,4.374954898
576,2.707785229,6.33591694,2.70548742,9.236739588,2.712378665,4.118940792,3.92200844,0.738432877,0,1.018293277,0,1.701456192,5.91310389,0.53597604,6.455566592,5.495026969
577,2.087706249,6.626131937,3.320774688,9.077373278,2.507362018,4.293081782,3.481875463,0.638287224,0,0.966315489,0,1.455939834,6.538475975,0.522094893,5.887462255,6.260275622
578,1.557851266,6.906536786,3.708036149,8.969088529,2.466283898,4.411495362,3.125047564,0.573705927,0,0.659077202,0.080716175,1.331320513,6.725441592,0.705981155,5.241816718,6.508187788
579,1.372258395,7.038222667,3.666395207,8.865748355,2.556354718,4.466928825,2.878275712,0.594531138,0.250925983,0.211958394,0.761791975,1.420668604,6.519526044,0.901728164,4.644644797,6.368294791
580,1.676646683,6.894723136,3.121550546,8.707134967,2.711041613,4.469598087,2.760781052,0.716311917,0.587459884,0,1.342226642,1.733053292,6.057095805,0.947239009,4.152786284,6.046935135
581,2.356962797,6.391789851,2.264900492,8.433293595,2.872419051,4.428673084,2.790105956,0.84736073,0.717709223,0,1.576654492,2.10392561,5.538815584,0.792269805,3.672077019,5.765678676
582,3.189328685,5.558408161,1.37015697,8.031106945,3.050250315,4.324319104,2.950211205,0.938611997,0.595984187,0,1.291904467,2.39780162,5.121304908,0.457577817,3.118557101,5.658808964
583,3.860819489,4.566287819,0.760440287,7.548247044,3.334906743,4.10172799,3.180548274,1.015185686,0.34005649,0,0.43736373,2.554006326,4.887544301,0.037261978,2.457478286,5.741687953
584,4.203585157,3.632990737,0.5682373,7.033114083,3.726796653,3.744895768,3.401704474,1.112090778,0.076566659,0,0,2.629678286,4.834205912,0,1.814357228,5.98220543
585,4.189361863,2.985851576,0.752170961,6.528493506,4.139525989,3.281084614,3.526307644,1.265668939,0,0,0,2.756757977,4.891897476,0,1.422424001,6.317512426
586,3.948591606,2.702794066,1.10949738,6.053696846,4.39695139,2.822112072,3.503322141,1.492017497,0,0.058722939,0,2.953409834,4.97790419,0,1.385211139,6.688890593
587,3.664359655,2.762011749,1.387222688,5.620724981,4.323455593,2.501440966,3.317113422,1.802179986,0,0.075586694,0,3.163736765,5.000159598,0,1.704914158,7.03259524
588,3.428110817,3.016360663,1.438153348,5.258043567,3.927523051,2.373872873,3.031039674,2.227101687,0,0.083399058,0,3.248559508,4.849704191,0,2.216010677,7.252569791
589,3.282689462,3.297522974,1.203804392,4.99313339,3.326697705,2.440190042,2.741394108,2.751894309,0,0.147911842,0,3.094810067,4.446532794,0,2.750208923,7.25019837
590,3.213183816,3.470995774,0.775708783,4.840010051,2.783721169,2.620270262,2.571783537,3.233781735,0,0.331661802,0,2.712204539,3.795576948,0,3.246802815,6.943749118
591,3.237484053,3.478569505,0.31578839,4.826680954,2.509032275,2.832088338,2.592386991,3.529041079,0,0.685741099,0,2.170733856,2.968980277,0,3.665797352,6.31674665
592,3.433665821,3.369541698,0.048980076,5.004305912,2.593068729,3.011443394,2.783834026,3.525512839,0,1.241494654,0,1.601191742,2.117109109,0,3.971990552,5.449489948
593,3.852094309,3.234613712,0.070155178,5.412595074,2.950607169,3.13539522,3.048728467,3.182439925,0,1.96526917,0,1.125044395,1.354233406,0,4.104387384,4.495963278
594,4.497560928,3.186523793,0.340698368,6.065793314,3.354501203,3.212023853,3.234851528,2.530576597,0,2.757325939,0,0.842645107,0.760108288,0,3.986915594,3.660390452
595,5.22219732,3.27785875,0.688910596,6.854256909,3.611914811,3.213879741,3.255997847,1.700128436,0,3.424249481,0,0.776939666,0.439181096,0,3.614735683,3.078660698
596,5.806073724,3.512897493,0.915085382,7.590840332,3.587822737,3.096704709,3.095414293,0.880689157,0,3.757737459,0,0.911837038,0.51650935,0,3.030307921,2.832167043
597,6.069147704,3.816831314,1.017842782,8.027892006,3.330202588,2.829072023,2.901564113,0.300996564,0,3.715402927,0,1.239276793,1.151090316,0,2.32181566,2.916573769
598,5.906227767,4.090563152,1.104708243,7.967428996,2.939665109,2.424173259,2.862971054,0.138123409,0,3.340515609,0,1.752603295,2.421646622,0,1.596597961,3.28807793
599,5.387286665,4.235899284,1.414491942,7.404178444,2.506079689,2.009387999,3.13652398,0.389453823,0,2.772213008,0,2.440925501,4.151070983,0,0.976532222,3.865472582
600,4.638350948,4.222080606,2.049456377,6.485742993,2.088691108,1.753939153,3.764772258,0.921297651,0,2.122537445,0,3.227269381,6.009836378,0,0.587608201,4.525517636
601,3.826297204,4.130441487,2.844623995,5.553316174,1.70122444,1.85671532,4.608372095,1.439795123,0,1.43120278,0,3.926887935,7.49938472,0,0.554649803,5.087103917
602,3.087855524,4.071475665,3.526952158,4.878230809,1.399891931,2.365888714,5.468045382,1.749431281,0,0.732513595,0,4.352121447,8.322760846,0,0.915619244,5.384303541
603,2.516781686,4.165978091,3.769522558,4.622189026,1.284132691,3.164993226,6.110802568,1.783988423,0,0.069390613,0,4.338188889,8.426812774,0,1.614957264,5.285639151
604,2.110512661,4.445185446,3.557628568,4.715220289,1.415775782,4.018360027,6.40216424,1.648056224,0,0,0,3.888325906,8.040608215,0,2.524725153,4.807811813
605,1.805641922,4.877695837,3.090898247,4.956233218,1.806293585,4.643687159,6.285851748,1.519782223,0,0,0,3.129561719,7.52267371,0,3.483781113,4.072054286
606,1.518604386,5.386099682,2.703408227,5.182226811,2.31543752,4.881651858,5.806286503,1.423669443,0.656144586,0,0,2.317751212,7.027801047,0,4.378519085,3.288663412
607,1.203770008,5.876101315,2.668762937,5.288310067,2.761999981,4.674895834,5.061303274,1.30795325,1.352573592,0,0,1.736816224,6.589129468,0,5.115502064,2.666211385
608,0.961019839,6.251059946,2.911340299,5.311828109,3.00781653,4.153733604,4.206517666,1.053647478,1.867742775,0.157645029,0,1.613163335,6.084331535,0,5.611296935,2.305599824
609,0.916480762,6.424561157,3.240634003,5.312352159,3.0066748,3.503682321,3.407290595,0.62264402,2.210872006,0.358650855,0,2.036198332,5.458730488,0.357980064,5.81014964,2.239730817
610,1.184300559,6.332697156,3.389361724,5.336540761,2.869467342,2.940176111,2.82326674,0.155962618,2.365040207,0.223516652,0,2.85426735,4.845934997,0.825144452,5.706328842,2.414123481
611,1.704969666,5.980242528,3.28114036,5.416061371,2.71153705,2.604079133,2.553926045,0,2.33653033,0.114939564,0,3.778206784,4.419317898,0.936631894,5.342217237,2.766119259
612,2.223547453,5.451564301,3.067923741,5.565129513,2.62482709,2.54286548,2.624188132,0,2.163584804,0.897785736,0.276057531,4.411737454,4.353555418,0.740676776,4.807860105,3.234142111
613,2.494963454,4.883308878,2.917042952,5.773059178,2.595124612,2.746036065,2.975272452,0.010070876,1.911996368,2.240390961,1.024512943,4.592991136,4.574265962,0.306357371,4.183459982,3.7484463
614,2.331830434,4.433271105,2.95507574,6.009899184,2.541958774,3.168286703,3.489341494,0.334547979,1.65814574,3.135480881,1.70252674,4.353510053,4.844013238,0,3.544023103,4.231179808
615,1.832137456,4.186060588,3.030284906,6.225610218,2.414742439,3.770327011,4.014329374,0.563528436,1.433832609,3.559452874,2.21181644,3.927505084,4.95941705,0,2.985414168,4.58790358
616,1.211420356,4.161831358,2.902445526,6.361017722,2.19632492,4.503997472,4.412461535,0.550175008,1.24906628,3.801601611,2.463109332,3.587242,4.80470787,0,2.619986208,4.742253199
617,0.697527799,4.253015088,2.415654491,6.352707097,1.946132748,5.278775302,4.646991553,0.35832674,1.099846084,3.834270775,2.426551109,3.451756678,4.529814073,0,2.589107382,4.708229471
618,0.436697644,4.326292237,1.564745422,6.1741684,1.737320009,5.967684874,4.737759691,0.138820747,0.976540887,3.600232391,2.117473345,3.530868362,4.313793839,0,2.951890992,4.550267055
619,0.396137275,4.257223623,0.621559971,5.87982621,1.634591921,6.389638986,4.773772074,0.121541187,0.863472714,3.134284348,1.618205048,3.677943319,4.265502537,0,3.576947207,4.394302886
620,0.491162515,3.983581601,0,5.568087525,1.683195673,6.446422303,4.794025734,0.434724292,0.711655805,2.519150132,1.027520609,3.735179868,4.356683729,0,4.20959965,4.321897682
621,0.602484263,3.524464225,0,5.377099497,1.902327594,6.157933475,4.76038154,1.057945193,0.437875359,1.882285976,0.453897002,3.563682977,4.402230856,0.483591869,4.4817351,4.34259251
622,0.645111999,2.96028038,0,5.401803257,2.26920612,5.613869101,4.592499731,1.858925135,0.062331079,1.334663922,0.000638707,3.143340956,4.295429551,1.183915832,4.20304781,4.375340186
623,0.57056598,2.415034664,0.077549463,5.684126294,2.725760857,4.940400805,4.19478953,2.630193276,0,0.957101577,0,2.560156556,4.012077976,1.777183257,3.360350116,4.281482062
624,0.394258814,2.015623575,0.580268183,6.130468063,3.181610428,4.17622314,3.574307032,3.192039359,0,0.714097461,0,2.018634186,3.637495967,2.165110819,2.20379457,3.988187117
625,0.16620569,1.869994075,1.028569658,6.585624303,3.535479728,3.338905548,2.807505089,3.391297759,0,0.528838653,0,1.740503918,3.290448014,2.250685028,1.082952871,3.487516572
626,0,2.001988709,1.43995137,6.896079053,3.701513513,2.529832849,2.063352988,3.129474261,0,0.3757642,0.216561503,1.793302132,3.020941593,2.004320607,0.26167631,2.915081058
627,0,2.366576335,1.845024937,6.951750462,3.62414233,1.899805015,1.505757035,2.38126217,0.423939308,0.255556346,0.332467102,2.129496321,2.825763447,1.470425211,0,2.437279367
628,0,2.805945124,2.196411804,6.747543701,3.312300493,1.662737035,1.225120966,1.265871751,0.904924326,0.198365744,0.218095572,2.522590983,2.617800771,0.829352047,0,2.200840068
629,0,3.162339626,2.414450011,6.330596817,2.829319926,1.904379858,1.217304874,0.017425246,1.293309081,0.185907625,0,2.770417306,2.342835626,0.265519215,0.043554173,2.250271527
630,0,3.309443622,2.396778237,5.798784304,2.304582654,2.502808397,1.357264664,0,1.559551949,0.127358126,0,2.749723698,2.018744524,0,0.20668359,2.483573702
631,0,3.252389192,2.171783805,5.21233773,1.894218336,3.164782363,1.513503093,0,1.658675036,0,0,2.437005388,1.785696403,0,0.249476118,2.737508761
632,0,3.108399305,1.886177827,4.593316469,1.762206615,3.49096195,1.569448304,0,1.531561042,0,0,1.89358764,1.867271509,0,0.176487281,2.821266152
